record_id,Timestamp,Location,Latitude,Longitude,Day_of_Week,Hour_of_Day,Incident_Congestion,Weather_Condition,Road_Condition,Vehicle_Type,Vehicle_Damage,Accident_Severity,Accident_Reason,Driver_Violation,Number_of_Deaths,Number_of_Injuries,Summary_Road_Name,Daily_Traffic_Volume,Daily_Average_Speed,Daily_Congestion_Level,Daily_Incident_Reports,Daily_Public_Transport_Usage,Daily_Parking_Usage
10478,3/31/2023 8:52,HSR Layout,12.914041,77.636331,Friday,8,Very Heavy,Foggy,Under Construction,Bicycle,None,No Injury,Drunk Driving,No Helmet,0,0,27th Main Road,33073,31.72,59.05,0,43.72,70.25
10479,11/3/2023 14:59,HSR Layout,12.878498,77.548391,Friday,14,Light,Raining,Potholes,Bus,None,No Injury,Ignoring Signal,Overspeeding,0,0,27th Main Road,33814,27,52.6,0,51.11,72.8
10480,5/13/2023 1:39,Koramangala,12.986269,77.630681,Saturday,1,Light,Overcast,Under Construction,Auto Rickshaw,None,No Injury,Speeding,No Helmet,0,0,80 Feet Road,39525,18.34,60.01,0,38.61,73.12
10481,11/14/2023 19:37,Indiranagar,12.959419,77.707723,Tuesday,19,Heavy,Foggy,Dry,Car,Moderate,Minor,Distracted Driving,Overspeeding,0,2,CMH Road,35857,21.41,55.5,1,51.32,97.79
10482,2/2/2023 8:46,Koramangala,12.974943,77.680462,Thursday,8,Heavy,Raining,Wet,Motorcycle,Severe,Serious,Distracted Driving,Jumping Signal,0,2,Sony World Junction,30964,27.38,47.44,0,62.05,79.89
10483,5/25/2023 23:32,Jayanagar,13.028049,77.555776,Thursday,23,Light,Overcast,Potholes,Truck,Moderate,Minor,Distracted Driving,No Helmet,0,1,South End Circle,38358,25.01,62.15,1,74.38,72.6
10484,11/5/2023 7:08,HSR Layout,12.992182,77.519443,Sunday,7,Light,Haze,Dry,Truck,Moderate,Minor,Distracted Driving,Overspeeding,0,2,Outer Ring Road,29673,32.11,40.63,1,57.86,53.33
10485,6/2/2023 18:31,HSR Layout,12.965294,77.734025,Friday,18,Heavy,Clear,Potholes,Bus,Minor,Minor,Speeding,No Helmet,0,2,27th Main Road,18367,44.44,30,0,52.09,82.71
10486,11/18/2023 15:37,Koramangala,12.947695,77.544559,Saturday,15,Light,Cloudy,Potholes,Motorcycle,Severe,Serious,Ignoring Signal,Overspeeding,0,1,80 Feet Road,36835,27.15,52.62,0,73.66,93.19
10487,10/23/2023 23:09,Whitefield,13.08319,77.661773,Monday,23,Moderate,Raining,Under Construction,Auto Rickshaw,Moderate,Minor,Distracted Driving,None,0,1,Marathahalli Bridge,30428,30.25,54.61,0,35.35,96.52
10488,12/14/2023 4:58,Koramangala,12.835859,77.587532,Thursday,4,Moderate,Cloudy,Dry,Motorcycle,Severe,Fatal,Drunk Driving,None,1,1,80 Feet Road,30445,31.47,44.96,0,40.36,66.56
10489,9/28/2023 20:16,HSR Layout,12.861226,77.641116,Thursday,20,Heavy,Raining,Potholes,Car,Minor,Minor,Ignoring Signal,None,0,2,Outer Ring Road,45969,10.37,67.24,0,57.13,67.59
10490,1/18/2023 12:29,HSR Layout,13.076464,77.482045,Wednesday,12,Light,Clear,Under Construction,Truck,Moderate,Minor,Speeding,Overspeeding,0,2,Outer Ring Road,39177,18.94,57.6,1,34.83,90.02
10491,8/5/2023 8:37,Whitefield,13.007884,77.66879,Saturday,8,Very Heavy,Foggy,Potholes,Auto Rickshaw,Moderate,Minor,Distracted Driving,No Helmet,0,1,Marathahalli Bridge,56980,12.4,94.91,0,76.91,88.45
10492,12/27/2023 3:39,Koramangala,13.035965,77.455227,Wednesday,3,Light,Clear,Wet,Car,Moderate,Minor,Speeding,No Helmet,0,2,Sony World Junction,31242,29.14,46.1,0,31.46,77.33
10493,4/11/2023 0:44,Koramangala,13.019833,77.576909,Tuesday,0,Moderate,Overcast,Under Construction,Truck,Severe,Fatal,Ignoring Signal,Jumping Signal,1,0,Sony World Junction,37067,21.4,61.35,1,69.47,67.16
10494,5/31/2023 5:38,HSR Layout,12.938006,77.522795,Wednesday,5,Light,Raining,Potholes,Motorcycle,Severe,Serious,Speeding,Overspeeding,0,1,Outer Ring Road,5775,51.73,30,0,57.38,55.18
10495,1/28/2023 13:31,Whitefield,13.092869,77.521151,Saturday,13,Moderate,Clear,Wet,Bus,Severe,Serious,Speeding,Overspeeding,0,3,Marathahalli Bridge,31492,30.04,46.26,0,39.61,91.9
10496,6/5/2023 19:06,Indiranagar,12.860256,77.4763,Monday,19,Very Heavy,Foggy,Dry,Car,Moderate,Minor,Drunk Driving,Overspeeding,0,1,CMH Road,56177,5.69,95.58,1,71.46,81.23
10497,9/2/2023 4:09,Indiranagar,13.063309,77.685589,Saturday,4,Moderate,Foggy,Wet,Auto Rickshaw,Minor,Minor,Speeding,Jumping Signal,0,1,100 Feet Road,28284,27.5,37.78,1,37.61,53.68
10498,5/21/2023 10:40,HSR Layout,12.92588,77.467772,Sunday,10,Heavy,Raining,Potholes,Truck,Minor,Minor,Ignoring Signal,None,0,2,27th Main Road,44473,10.74,76.49,1,54.37,89.57
10499,3/6/2023 10:29,Jayanagar,13.047362,77.474276,Monday,10,Very Heavy,Overcast,Potholes,Motorcycle,Moderate,Serious,Distracted Driving,No Helmet,0,3,South End Circle,17100,42.61,30,0,49.39,64.52
10500,12/23/2023 1:26,Whitefield,13.053309,77.626077,Saturday,1,Light,Raining,Dry,Bicycle,None,No Injury,Speeding,No Helmet,0,0,ITPL Main Road,19307,43.32,36.53,0,52.44,78.33
10501,4/23/2023 13:16,HSR Layout,13.003006,77.645544,Sunday,13,Moderate,Raining,Dry,Auto Rickshaw,Moderate,Serious,Distracted Driving,No Helmet,0,2,27th Main Road,49629,8.24,75.21,0,55.13,93.78
10502,4/23/2023 10:57,HSR Layout,13.05036,77.519349,Sunday,10,Heavy,Raining,Under Construction,Truck,Minor,Minor,Ignoring Signal,None,0,2,27th Main Road,49629,8.24,75.21,0,55.13,93.78
10503,9/7/2023 13:43,Koramangala,13.065443,77.489815,Thursday,13,Light,Raining,Wet,Auto Rickshaw,None,No Injury,Drunk Driving,None,0,0,Sony World Junction,9014,51.91,30,1,73.58,90.12
10504,2/25/2023 8:35,Whitefield,13.076024,77.612222,Saturday,8,Heavy,Overcast,Under Construction,Truck,Minor,Minor,Speeding,Overspeeding,0,1,Marathahalli Bridge,39546,24.52,62,0,53.26,91.59
10505,7/26/2023 19:28,Indiranagar,13.008673,77.539936,Wednesday,19,Very Heavy,Raining,Under Construction,Bicycle,Minor,Minor,Drunk Driving,Overspeeding,0,1,100 Feet Road,37929,26.74,67.4,0,47.87,57.62
10506,10/6/2023 3:20,HSR Layout,12.828196,77.464924,Friday,3,Moderate,Haze,Under Construction,Auto Rickshaw,Minor,Minor,Speeding,Jumping Signal,0,2,27th Main Road,30786,32.74,47.13,2,66.7,90.77
10507,11/14/2023 8:58,Whitefield,13.075187,77.470166,Tuesday,8,Very Heavy,Raining,Wet,Motorcycle,Severe,Serious,Speeding,Overspeeding,0,2,ITPL Main Road,51376,11.04,77.88,2,59.43,82.11
10508,5/15/2023 20:41,Jayanagar,12.993063,77.491864,Monday,20,Heavy,Haze,Potholes,Auto Rickshaw,Moderate,Minor,Ignoring Signal,No Helmet,0,1,4th Block Complex,28433,35.81,41.35,0,35.8,92.69
10509,12/24/2023 5:43,Whitefield,12.864757,77.610089,Sunday,5,Moderate,Clear,Under Construction,Car,Minor,Minor,Speeding,Jumping Signal,0,1,Marathahalli Bridge,57333,12.48,92.57,3,34.79,93.49
10510,12/14/2023 1:17,Indiranagar,13.041042,77.518985,Thursday,1,Moderate,Raining,Under Construction,Truck,Moderate,Minor,Distracted Driving,None,0,1,CMH Road,22451,37.34,30,1,84.83,95.84
10511,7/13/2023 16:50,HSR Layout,13.031677,77.733954,Thursday,16,Light,Overcast,Under Construction,Car,Minor,Minor,Ignoring Signal,No Helmet,0,1,27th Main Road,44585,12.52,70.43,0,55.69,51.4
10512,3/21/2023 1:57,Jayanagar,13.016862,77.724967,Tuesday,1,Light,Cloudy,Potholes,Bicycle,Moderate,Serious,Distracted Driving,Overspeeding,0,1,South End Circle,39211,20.6,70.28,0,69.19,65.23
10513,6/13/2023 6:54,Whitefield,13.022998,77.538537,Tuesday,6,Moderate,Foggy,Dry,Car,None,No Injury,Distracted Driving,No Helmet,0,0,Marathahalli Bridge,46806,13.98,78.53,0,45.88,50.96
10514,10/18/2023 13:53,HSR Layout,13.064474,77.653228,Wednesday,13,Light,Foggy,Dry,Bus,Moderate,Serious,Ignoring Signal,Overspeeding,0,2,Outer Ring Road,54288,13.46,89.18,0,84.77,65.77
10515,7/9/2023 20:13,Jayanagar,13.073121,77.675126,Sunday,20,Heavy,Haze,Wet,Motorcycle,Minor,Minor,Ignoring Signal,None,0,2,4th Block Complex,26446,31.56,42.38,0,37.6,96.62
10516,3/20/2023 8:15,Indiranagar,13.087875,77.738714,Monday,8,Heavy,Foggy,Under Construction,Bus,Moderate,Minor,Speeding,No Helmet,0,1,100 Feet Road,34169,29.85,55.44,0,67.98,84.26
10517,6/20/2023 13:55,Koramangala,12.842413,77.564715,Tuesday,13,Moderate,Raining,Dry,Truck,Severe,Fatal,Ignoring Signal,Overspeeding,1,0,80 Feet Road,43570,20.24,73.32,0,80.13,55.11
10518,4/9/2023 17:07,Jayanagar,13.006561,77.695062,Sunday,17,Heavy,Clear,Wet,Bicycle,Moderate,Minor,Ignoring Signal,Overspeeding,0,2,4th Block Complex,23393,33.57,33.11,0,39.42,98.7
10519,9/5/2023 22:16,HSR Layout,12.956084,77.532169,Tuesday,22,Light,Clear,Dry,Car,Moderate,Minor,Drunk Driving,Jumping Signal,0,1,Outer Ring Road,35468,22.79,59.7,0,38.36,58.84
10520,3/6/2023 5:14,Koramangala,12.907419,77.627172,Monday,5,Moderate,Overcast,Under Construction,Truck,Severe,Fatal,Distracted Driving,Jumping Signal,2,1,80 Feet Road,39258,15.87,67.42,0,35.63,55.76
10521,4/5/2023 20:37,Jayanagar,12.861659,77.654364,Wednesday,20,Very Heavy,Haze,Under Construction,Bus,Minor,Minor,Speeding,None,0,2,South End Circle,34854,25.72,49.62,0,39.17,76.66
10522,5/14/2023 10:59,Jayanagar,12.904872,77.468776,Sunday,10,Heavy,Cloudy,Under Construction,Car,Minor,Minor,Speeding,None,0,1,South End Circle,21422,36.17,32.56,0,48.15,52.63
10523,12/24/2023 6:31,Jayanagar,13.101275,77.685085,Sunday,6,Moderate,Cloudy,Under Construction,Bus,Moderate,Minor,Distracted Driving,Overspeeding,0,1,South End Circle,18034,38.31,33.22,0,84.97,94.66
10524,7/20/2023 16:35,Indiranagar,13.050611,77.730999,Thursday,16,Light,Raining,Dry,Car,Minor,Minor,Speeding,Jumping Signal,0,2,100 Feet Road,27112,37.81,48.99,0,68.41,95.98
10525,3/29/2023 14:02,Indiranagar,12.86354,77.444671,Wednesday,14,Light,Haze,Under Construction,Car,Moderate,Serious,Speeding,Overspeeding,0,3,CMH Road,36229,27.8,54.54,0,37.43,97.5
10526,11/29/2023 0:27,Whitefield,12.892538,77.546547,Wednesday,0,Moderate,Foggy,Under Construction,Bus,None,No Injury,Drunk Driving,None,0,0,ITPL Main Road,16358,44.01,30,3,53.35,97.24
10527,7/6/2023 8:16,Koramangala,12.923271,77.622259,Thursday,8,Heavy,Overcast,Under Construction,Bus,Moderate,Serious,Ignoring Signal,Jumping Signal,0,3,Sony World Junction,41467,15.92,62.64,0,30.97,76.12
10528,8/13/2023 23:28,Whitefield,12.931665,77.465053,Sunday,23,Light,Clear,Under Construction,Auto Rickshaw,Moderate,Minor,Ignoring Signal,Overspeeding,0,1,ITPL Main Road,59967,5.84,99.19,0,61.64,75.54
10529,8/2/2023 21:22,Jayanagar,12.932361,77.722845,Wednesday,21,Moderate,Raining,Wet,Auto Rickshaw,None,No Injury,Speeding,No Helmet,0,0,4th Block Complex,25177,33.52,40.86,0,52.16,93.26
10530,7/6/2023 21:55,Whitefield,12.9901,77.677758,Thursday,21,Light,Overcast,Potholes,Truck,Minor,Minor,Speeding,Jumping Signal,0,1,Marathahalli Bridge,36045,21.49,60.57,0,61.73,73.39
10531,8/23/2023 20:01,Whitefield,13.100796,77.451129,Wednesday,20,Heavy,Clear,Dry,Car,Moderate,Minor,Speeding,No Helmet,0,1,ITPL Main Road,56900,10.9,92.18,0,51.84,65.13
10532,8/18/2023 11:13,Whitefield,12.936028,77.717707,Friday,11,Very Heavy,Overcast,Potholes,Car,Minor,Minor,Speeding,None,0,2,Marathahalli Bridge,22189,34.38,30,0,76.76,68.42
10533,8/21/2023 8:44,Whitefield,13.066474,77.68986,Monday,8,Heavy,Raining,Dry,Bicycle,Minor,Minor,Drunk Driving,Overspeeding,0,1,ITPL Main Road,11953,44.27,30,0,61.82,99.77
10534,7/2/2023 16:56,Jayanagar,12.928693,77.539107,Sunday,16,Moderate,Raining,Under Construction,Auto Rickshaw,Severe,Serious,Speeding,None,0,1,4th Block Complex,46136,13.76,68.51,0,41.91,67.94
10535,11/15/2023 6:02,HSR Layout,12.878091,77.615463,Wednesday,6,Moderate,Foggy,Under Construction,Truck,Moderate,Minor,Ignoring Signal,Jumping Signal,0,2,27th Main Road,53297,6.46,87,1,63.21,60.45
10536,11/27/2023 4:45,HSR Layout,13.09293,77.571116,Monday,4,Moderate,Overcast,Potholes,Truck,Moderate,Minor,Ignoring Signal,Jumping Signal,0,1,27th Main Road,56519,10.95,96.16,0,72,81.04
10537,10/25/2023 1:40,Indiranagar,12.982193,77.689599,Wednesday,1,Moderate,Raining,Potholes,Auto Rickshaw,Moderate,Minor,Speeding,Overspeeding,0,2,100 Feet Road,51575,7.94,86.05,3,46.12,84.52
10538,12/24/2023 20:02,Jayanagar,13.043172,77.542439,Sunday,20,Heavy,Clear,Dry,Bicycle,Moderate,Serious,Distracted Driving,Jumping Signal,0,2,South End Circle,18034,38.31,33.22,0,84.97,94.66
10539,1/18/2023 5:38,HSR Layout,13.002269,77.65305,Wednesday,5,Moderate,Raining,Dry,Bus,Moderate,Minor,Distracted Driving,No Helmet,0,2,Outer Ring Road,39177,18.94,57.6,1,34.83,90.02
10540,2/11/2023 3:40,HSR Layout,12.901469,77.706598,Saturday,3,Moderate,Haze,Potholes,Bicycle,Moderate,Minor,Speeding,None,0,1,Outer Ring Road,43350,12.54,71.54,0,66.08,67.73
10541,6/19/2023 20:30,HSR Layout,13.056866,77.535056,Monday,20,Heavy,Overcast,Potholes,Auto Rickshaw,None,No Injury,Ignoring Signal,Overspeeding,0,0,27th Main Road,37835,22.79,59.48,1,66.99,51.03
10542,2/24/2023 16:23,Koramangala,12.913864,77.688219,Friday,16,Moderate,Cloudy,Wet,Motorcycle,Moderate,Minor,Speeding,No Helmet,0,1,80 Feet Road,16561,40.45,30,0,31.75,99.08
10543,4/5/2023 11:05,Whitefield,12.954881,77.583763,Wednesday,11,Heavy,Foggy,Dry,Truck,Moderate,Serious,Distracted Driving,Jumping Signal,0,1,ITPL Main Road,38436,22.7,62.36,0,50.8,58.54
10544,10/4/2023 2:45,Jayanagar,13.026947,77.594476,Wednesday,2,Light,Overcast,Under Construction,Bicycle,Moderate,Minor,Distracted Driving,No Helmet,0,1,South End Circle,11306,53.56,30,0,45.96,50.5
10545,11/9/2023 6:18,Koramangala,13.015504,77.543762,Thursday,6,Light,Raining,Potholes,Bicycle,None,No Injury,Ignoring Signal,Jumping Signal,0,0,80 Feet Road,7853,49.41,30,1,59.77,63.27
10546,12/1/2023 22:10,Indiranagar,13.111769,77.601635,Friday,22,Light,Clear,Under Construction,Motorcycle,Severe,Fatal,Drunk Driving,Overspeeding,1,3,CMH Road,55868,7.17,89.06,1,84.58,85.77
10547,12/24/2023 17:04,Whitefield,12.970797,77.492733,Sunday,17,Very Heavy,Haze,Under Construction,Car,None,No Injury,Speeding,None,0,0,Marathahalli Bridge,57333,12.48,92.57,3,34.79,93.49
10548,1/11/2023 9:20,HSR Layout,13.00133,77.668195,Wednesday,9,Very Heavy,Raining,Wet,Auto Rickshaw,Minor,Minor,Drunk Driving,Overspeeding,0,2,27th Main Road,13718,46.15,30,0,73.97,69.95
10549,12/19/2023 14:59,Whitefield,13.035832,77.454823,Tuesday,14,Light,Overcast,Dry,Car,Moderate,Serious,Speeding,None,0,2,Marathahalli Bridge,8134,52.45,30,2,52.27,79.9
10550,10/24/2023 1:31,Indiranagar,12.949435,77.504826,Tuesday,1,Light,Raining,Potholes,Auto Rickshaw,Minor,Minor,Ignoring Signal,None,0,2,100 Feet Road,46632,17.12,70.17,0,79.72,76.76
10551,9/22/2023 0:23,HSR Layout,13.070435,77.706589,Friday,0,Light,Cloudy,Potholes,Bus,Minor,Minor,Speeding,None,0,2,27th Main Road,45203,16.73,75.7,0,56.68,72.01
10552,8/7/2023 10:26,Jayanagar,13.095587,77.709903,Monday,10,Very Heavy,Haze,Dry,Auto Rickshaw,Severe,Fatal,Ignoring Signal,None,2,3,4th Block Complex,53150,8.01,81.16,4,48.62,88.93
10553,2/5/2023 11:06,Koramangala,13.11863,77.675566,Sunday,11,Very Heavy,Foggy,Potholes,Motorcycle,Moderate,Minor,Distracted Driving,No Helmet,0,2,Sony World Junction,53531,14.7,92.63,0,64.36,85.31
10554,4/21/2023 22:22,Indiranagar,12.944144,77.667256,Friday,22,Moderate,Raining,Dry,Truck,Moderate,Minor,Speeding,No Helmet,0,1,CMH Road,48722,12.48,71.34,0,68.08,74.62
10555,6/4/2023 6:56,Jayanagar,12.886567,77.501453,Sunday,6,Light,Haze,Dry,Bicycle,Minor,Minor,Speeding,Jumping Signal,0,1,South End Circle,26147,33.56,35.36,0,34.12,88.74
10556,12/7/2023 13:40,Koramangala,13.011357,77.726436,Thursday,13,Light,Foggy,Under Construction,Auto Rickshaw,Moderate,Minor,Drunk Driving,None,0,1,80 Feet Road,24083,31.41,44.64,4,47.09,67.49
10557,12/24/2023 16:47,HSR Layout,12.912517,77.729261,Sunday,16,Moderate,Haze,Under Construction,Truck,Severe,Serious,Speeding,None,0,4,Outer Ring Road,34458,25.93,54.59,0,62.82,77.69
10558,9/26/2023 18:52,Koramangala,12.854152,77.686075,Tuesday,18,Very Heavy,Clear,Under Construction,Auto Rickshaw,Moderate,Serious,Speeding,Overspeeding,0,2,Sony World Junction,8503,53.42,30,0,32.21,91.94
10559,12/15/2023 8:19,Koramangala,13.086271,77.685341,Friday,8,Very Heavy,Haze,Dry,Truck,Severe,Serious,Distracted Driving,None,0,4,Sony World Junction,19725,40.19,32.67,0,75.39,98.67
10560,1/19/2023 4:45,Whitefield,13.019142,77.615088,Thursday,4,Moderate,Foggy,Potholes,Bicycle,Minor,Minor,Drunk Driving,Jumping Signal,0,1,ITPL Main Road,56096,13.07,97.07,0,70.48,50.6
10561,8/2/2023 18:08,Jayanagar,12.953791,77.57093,Wednesday,18,Heavy,Foggy,Wet,Bicycle,Moderate,Serious,Speeding,Overspeeding,0,3,4th Block Complex,25177,33.52,40.86,0,52.16,93.26
10562,8/8/2023 16:27,Whitefield,13.041867,77.527121,Tuesday,16,Light,Haze,Wet,Bus,Moderate,Minor,Distracted Driving,No Helmet,0,1,ITPL Main Road,50460,5.7,80.89,1,36.2,67.76
10563,9/12/2023 10:11,Koramangala,12.868982,77.458709,Tuesday,10,Very Heavy,Overcast,Under Construction,Auto Rickshaw,Moderate,Minor,Distracted Driving,No Helmet,0,1,80 Feet Road,27281,36.62,48.02,0,57.8,51.35
10564,12/4/2023 17:59,Koramangala,12.873821,77.549293,Monday,17,Heavy,Overcast,Wet,Auto Rickshaw,Moderate,Minor,Speeding,Overspeeding,0,1,80 Feet Road,17435,38.02,30,0,34.88,83.26
10565,2/24/2023 8:40,Indiranagar,13.000422,77.661994,Friday,8,Very Heavy,Foggy,Wet,Bicycle,Moderate,Minor,Distracted Driving,No Helmet,0,1,100 Feet Road,12078,48.73,30,0,56.04,72.44
10566,4/13/2023 17:48,Jayanagar,13.059458,77.494813,Thursday,17,Very Heavy,Foggy,Potholes,Motorcycle,Minor,Minor,Drunk Driving,No Helmet,0,1,South End Circle,7302,55.24,30,0,40.87,56.08
10567,6/1/2023 13:52,Jayanagar,12.879721,77.618923,Thursday,13,Moderate,Foggy,Wet,Car,Minor,Minor,Ignoring Signal,Overspeeding,0,1,4th Block Complex,47414,16.1,75.38,0,50.39,98.17
10568,5/4/2023 17:46,Whitefield,13.058027,77.607805,Thursday,17,Heavy,Raining,Potholes,Bus,Minor,Minor,Distracted Driving,No Helmet,0,1,Marathahalli Bridge,27952,35.69,44.14,0,75.7,85.48
10569,4/10/2023 17:32,Whitefield,12.960085,77.65089,Monday,17,Heavy,Haze,Wet,Car,Moderate,Minor,Ignoring Signal,Overspeeding,0,1,Marathahalli Bridge,39363,17.71,67.15,0,65.7,50.71
10570,7/19/2023 7:08,Koramangala,12.910915,77.585814,Wednesday,7,Light,Haze,Wet,Motorcycle,Minor,Minor,Ignoring Signal,Jumping Signal,0,1,Sony World Junction,54450,7.62,87.57,0,36.82,62.02
10571,9/25/2023 6:03,Jayanagar,12.996953,77.521704,Monday,6,Moderate,Cloudy,Wet,Truck,Severe,Serious,Speeding,No Helmet,0,2,South End Circle,39729,16.39,68.33,1,40.71,50.08
10572,6/1/2023 5:31,Indiranagar,13.089789,77.697342,Thursday,5,Moderate,Cloudy,Under Construction,Motorcycle,Severe,Fatal,Speeding,Overspeeding,2,1,100 Feet Road,5917,57.18,30,0,60.47,71.18
10573,9/12/2023 5:11,Koramangala,13.018779,77.655194,Tuesday,5,Light,Foggy,Potholes,Motorcycle,Minor,Minor,Ignoring Signal,None,0,2,80 Feet Road,27281,36.62,48.02,0,57.8,51.35
10574,5/23/2023 23:07,Koramangala,13.085203,77.658469,Tuesday,23,Moderate,Cloudy,Under Construction,Bicycle,Minor,Minor,Distracted Driving,Jumping Signal,0,2,Sony World Junction,19895,36.89,30,0,80.06,72.21
10575,4/12/2023 8:15,Whitefield,13.09348,77.568315,Wednesday,8,Very Heavy,Haze,Wet,Truck,Severe,Fatal,Ignoring Signal,None,1,0,Marathahalli Bridge,18138,38.72,30,0,61.23,70.59
10576,12/24/2023 5:55,Indiranagar,12.866689,77.615569,Sunday,5,Moderate,Foggy,Potholes,Motorcycle,Moderate,Minor,Distracted Driving,Overspeeding,0,2,CMH Road,42896,21.02,73.46,0,49.8,59.37
10577,7/19/2023 12:55,Indiranagar,13.109175,77.494114,Wednesday,12,Light,Haze,Under Construction,Bicycle,Severe,Serious,Ignoring Signal,No Helmet,0,2,100 Feet Road,13919,50.18,30,0,62.53,64.49
10578,8/8/2023 7:31,Whitefield,12.889047,77.620701,Tuesday,7,Light,Haze,Under Construction,Bus,Moderate,Serious,Drunk Driving,Overspeeding,0,2,ITPL Main Road,50460,5.7,80.89,1,36.2,67.76
10579,11/16/2023 20:45,Koramangala,13.022553,77.482643,Thursday,20,Heavy,Foggy,Under Construction,Auto Rickshaw,Minor,Minor,Speeding,None,0,1,Sony World Junction,59370,14.54,99.74,1,80.92,92.1
10580,12/14/2023 12:09,Jayanagar,13.115759,77.658271,Thursday,12,Light,Overcast,Under Construction,Motorcycle,Moderate,Minor,Distracted Driving,Overspeeding,0,1,4th Block Complex,20321,39.98,36.82,3,83.44,78.12
10581,2/10/2023 13:59,Indiranagar,13.021225,77.710574,Friday,13,Light,Haze,Wet,Motorcycle,Minor,Minor,Drunk Driving,Overspeeding,0,1,100 Feet Road,26383,31.36,43.84,0,52.87,60.75
10582,12/20/2023 15:53,Koramangala,12.83189,77.456888,Wednesday,15,Moderate,Clear,Potholes,Motorcycle,Moderate,Minor,Ignoring Signal,Jumping Signal,0,2,80 Feet Road,58657,9.98,88.26,0,81.2,78.32
10583,5/14/2023 10:32,Whitefield,12.892581,77.598772,Sunday,10,Very Heavy,Clear,Wet,Truck,Minor,Minor,Distracted Driving,None,0,1,Marathahalli Bridge,54439,12.36,94.28,1,82.97,54.65
10584,8/17/2023 11:43,Jayanagar,12.963871,77.560555,Thursday,11,Heavy,Foggy,Potholes,Car,None,No Injury,Speeding,Jumping Signal,0,0,4th Block Complex,48522,13.17,77.78,0,46.29,53.07
10585,12/29/2023 1:51,Indiranagar,13.116703,77.565496,Friday,1,Light,Clear,Wet,Car,Minor,Minor,Distracted Driving,Jumping Signal,0,1,100 Feet Road,29512,34.8,41.94,1,67.12,80.37
10586,4/5/2023 23:00,Indiranagar,12.866348,77.584636,Wednesday,23,Light,Haze,Potholes,Truck,None,No Injury,Distracted Driving,Jumping Signal,0,0,CMH Road,47309,13.17,78.59,1,48.62,60.99
10587,4/1/2023 16:42,Indiranagar,12.974062,77.453,Saturday,16,Light,Overcast,Dry,Motorcycle,Moderate,Minor,Drunk Driving,Jumping Signal,0,1,CMH Road,37249,18.74,55.3,1,80.46,98.3
10588,10/3/2023 10:06,Indiranagar,13.041987,77.728765,Tuesday,10,Very Heavy,Clear,Under Construction,Car,Severe,Serious,Ignoring Signal,Jumping Signal,0,2,100 Feet Road,42366,17.29,71.28,2,55.47,54.03
10589,8/23/2023 2:43,Whitefield,12.900436,77.477235,Wednesday,2,Light,Raining,Potholes,Truck,Moderate,Minor,Drunk Driving,None,0,2,ITPL Main Road,56900,10.9,92.18,0,51.84,65.13
10590,3/19/2023 4:34,Koramangala,13.048124,77.541109,Sunday,4,Moderate,Haze,Dry,Car,Moderate,Minor,Ignoring Signal,No Helmet,0,2,Sony World Junction,29477,32.07,45.98,0,35.3,67.4
10591,12/29/2023 17:49,HSR Layout,12.950053,77.70906,Friday,17,Very Heavy,Cloudy,Wet,Truck,Minor,Minor,Ignoring Signal,None,0,1,27th Main Road,36575,28.39,64.03,0,63.57,72.74
10592,4/6/2023 1:36,Koramangala,13.067682,77.519875,Thursday,1,Light,Overcast,Wet,Truck,None,No Injury,Ignoring Signal,Overspeeding,0,0,Sony World Junction,42216,16.68,69.82,0,46.66,56.55
10593,11/12/2023 23:08,Jayanagar,12.905554,77.588518,Sunday,23,Moderate,Haze,Wet,Auto Rickshaw,Minor,Minor,Ignoring Signal,No Helmet,0,1,South End Circle,33827,28.14,48.27,0,50.71,90.33
10594,7/30/2023 11:17,Jayanagar,13.075209,77.496318,Sunday,11,Heavy,Overcast,Potholes,Bus,Severe,Fatal,Speeding,Jumping Signal,2,3,4th Block Complex,20326,34.79,30,0,61.4,60.03
10595,2/5/2023 5:33,HSR Layout,13.116814,77.652373,Sunday,5,Moderate,Clear,Potholes,Truck,Moderate,Serious,Ignoring Signal,Jumping Signal,0,1,Outer Ring Road,46593,14.86,67.94,0,69.66,81.4
10596,5/15/2023 21:29,Indiranagar,12.914359,77.676199,Monday,21,Moderate,Haze,Under Construction,Truck,Moderate,Minor,Ignoring Signal,Jumping Signal,0,1,CMH Road,23467,39.79,42.45,0,58.4,64.77
10597,11/28/2023 9:29,Indiranagar,13.024087,77.483954,Tuesday,9,Heavy,Clear,Potholes,Truck,Severe,Fatal,Distracted Driving,Jumping Signal,2,0,100 Feet Road,42470,15.18,71.34,4,50.38,96.29
10598,5/10/2023 3:34,Jayanagar,12.916445,77.605018,Wednesday,3,Moderate,Cloudy,Potholes,Car,Minor,Minor,Ignoring Signal,Overspeeding,0,1,4th Block Complex,58527,7.12,97.78,0,79.29,97.36
